#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
STAT3	RORC	9606.ENSP00000264657	9606.ENSP00000327025	0	0	0	0	0	0.345	0.900	0.753	0.982
STAT3	FOXO1	9606.ENSP00000264657	9606.ENSP00000368880	0	0	0	0	0	0.082	0.900	0.938	0.993
STAT3	JUN	9606.ENSP00000264657	9606.ENSP00000360266	0	0	0	0	0.056	0.343	0	0.988	0.993
STAT3	MYC	9606.ENSP00000264657	9606.ENSP00000479618	0	0	0	0	0	0.684	0.900	0.836	0.994
STAT3	SP1	9606.ENSP00000264657	9606.ENSP00000329357	0	0	0	0	0.062	0.838	0	0.965	0.994
STAT3	FOS	9606.ENSP00000264657	9606.ENSP00000306245	0	0	0	0	0	0.416	0.900	0.977	0.998
STAT3	HIF1A	9606.ENSP00000264657	9606.ENSP00000437955	0	0	0	0	0.062	0.839	0.900	0.968	0.999
TWIST1	CCND1	9606.ENSP00000242261	9606.ENSP00000227507	0	0	0	0	0.083	0	0.900	0.515	0.951
TWIST1	NANOG	9606.ENSP00000242261	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0.563	0.954
TWIST1	EP300	9606.ENSP00000242261	9606.ENSP00000263253	0	0	0	0	0	0.270	0	0.699	0.771
TWIST1	RORC	9606.ENSP00000242261	9606.ENSP00000327025	0	0	0	0	0	0	0.900	0	0.900
TWIST1	RORA	9606.ENSP00000242261	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.060	0.901
TWIST1	BATF	9606.ENSP00000242261	9606.ENSP00000286639	0	0	0	0	0	0	0.900	0.085	0.904
TWIST1	JUNB	9606.ENSP00000242261	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.096	0.905
TWIST1	PIM1	9606.ENSP00000242261	9606.ENSP00000362608	0	0	0	0	0	0.058	0.900	0.092	0.906
TWIST1	CEBPD	9606.ENSP00000242261	9606.ENSP00000386165	0	0	0	0	0	0	0.900	0.120	0.908
TWIST1	POU2F1	9606.ENSP00000242261	9606.ENSP00000356840	0	0	0	0	0	0	0.900	0.192	0.915
TWIST1	BIRC5	9606.ENSP00000242261	9606.ENSP00000301633	0	0	0	0	0	0	0.900	0.246	0.921
TWIST1	FOXO1	9606.ENSP00000242261	9606.ENSP00000368880	0	0	0	0	0	0	0.900	0.262	0.923
TWIST1	FOXO3	9606.ENSP00000242261	9606.ENSP00000385824	0	0	0	0	0	0	0.900	0.282	0.925
TWIST1	BCL6	9606.ENSP00000242261	9606.ENSP00000384371	0	0	0	0	0	0.270	0.900	0.090	0.927
TWIST1	FOS	9606.ENSP00000242261	9606.ENSP00000306245	0	0	0	0	0	0.270	0.900	0.305	0.944
TWIST1	MYC	9606.ENSP00000242261	9606.ENSP00000479618	0	0	0	0	0	0	0.900	0.642	0.962
TWIST1	SOX2	9606.ENSP00000242261	9606.ENSP00000323588	0	0	0	0	0	0.345	0.900	0.577	0.969
TWIST1	STAT3	9606.ENSP00000242261	9606.ENSP00000264657	0	0	0	0	0	0.427	0.900	0.595	0.974
TWIST1	HIF1A	9606.ENSP00000242261	9606.ENSP00000437955	0	0	0	0	0	0.273	0.900	0.745	0.979
TWIST1	ZEB1	9606.ENSP00000242261	9606.ENSP00000354487	0	0	0	0	0	0	0.900	0.872	0.986
ZEB1	CCND1	9606.ENSP00000354487	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.610	0.959
ZEB1	NANOG	9606.ENSP00000354487	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0.623	0.960
ZEB1	TWIST1	9606.ENSP00000354487	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0.872	0.986
ZEB1	RORA	9606.ENSP00000354487	9606.ENSP00000261523	0	0	0	0	0.064	0	0.900	0.174	0.915
ZEB1	SMAD2	9606.ENSP00000354487	9606.ENSP00000262160	0	0	0	0	0	0.301	0	0.743	0.813
ZEB1	EP300	9606.ENSP00000354487	9606.ENSP00000263253	0	0	0	0	0.049	0.595	0	0.978	0.990
ZEB1	STAT3	9606.ENSP00000354487	9606.ENSP00000264657	0	0	0	0	0.062	0	0.900	0.629	0.962
ZEB1	BATF	9606.ENSP00000354487	9606.ENSP00000286639	0	0	0	0	0	0.152	0.900	0.103	0.917
ZEB1	BIRC5	9606.ENSP00000354487	9606.ENSP00000301633	0	0	0	0	0.061	0	0.900	0.212	0.919
ZEB1	JUNB	9606.ENSP00000354487	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.144	0.910
ZEB1	FOS	9606.ENSP00000354487	9606.ENSP00000306245	0	0	0	0	0	0.392	0.900	0.378	0.958
ZEB1	SOX2	9606.ENSP00000354487	9606.ENSP00000323588	0	0	0	0	0.073	0.345	0.900	0.649	0.975
ZEB1	RORC	9606.ENSP00000354487	9606.ENSP00000327025	0	0	0	0	0.064	0	0.900	0.104	0.908
ZEB1	SMAD3	9606.ENSP00000354487	9606.ENSP00000332973	0	0	0	0	0	0.334	0	0.980	0.986
ZEB1	SMAD4	9606.ENSP00000354487	9606.ENSP00000341551	0	0	0	0	0	0.068	0	0.823	0.828
ZEB1	PIM1	9606.ENSP00000354487	9606.ENSP00000362608	0	0	0	0	0	0	0.900	0.064	0.902
ZEB1	CEBPD	9606.ENSP00000354487	9606.ENSP00000386165	0	0	0	0	0.064	0	0.900	0.134	0.911
ZEB1	BCL6	9606.ENSP00000354487	9606.ENSP00000384371	0	0	0	0.555	0	0.077	0.900	0.275	0.914
ZEB1	POU2F1	9606.ENSP00000354487	9606.ENSP00000356840	0	0	0	0	0.062	0.151	0.900	0.189	0.926
ZEB1	FOXO3	9606.ENSP00000354487	9606.ENSP00000385824	0	0	0	0	0	0	0.900	0.342	0.931
ZEB1	FOXO1	9606.ENSP00000354487	9606.ENSP00000368880	0	0	0	0	0.062	0	0.900	0.324	0.931
ZEB1	HIF1A	9606.ENSP00000354487	9606.ENSP00000437955	0	0	0	0	0	0	0.900	0.600	0.958
ZEB1	MYC	9606.ENSP00000354487	9606.ENSP00000479618	0	0	0	0	0	0	0.900	0.659	0.964
ZFP36	FOSB	9606.ENSP00000469647	9606.ENSP00000245919	0	0	0	0	0.625	0	0	0.410	0.769
ZFP36	JUNB	9606.ENSP00000469647	9606.ENSP00000303315	0	0	0	0	0.785	0	0	0.171	0.814
ZFP36	FOS	9606.ENSP00000469647	9606.ENSP00000306245	0	0	0	0	0.793	0	0	0.481	0.888
